timestamp,node_cpu_usage_unknown,node_memory_usage_unknown,node_memory_total_unknown,node_disk_usage_unknown,node_disk_total_unknown,node_network_receive_bytes_unknown,node_network_transmit_bytes_unknown,pod_cpu_usage_kube-system_coredns-787d4945fb-9f95l,pod_cpu_usage_kube-system_coredns-787d4945fb-vpn8b,pod_cpu_usage_kube-system_etcd-minikube,pod_cpu_usage_kube-system_kube-apiserver-minikube,pod_cpu_usage_kube-system_kube-controller-manager-minikube,pod_cpu_usage_kube-system_kube-proxy-wx9p5,pod_cpu_usage_kube-system_kube-scheduler-minikube,pod_cpu_usage_kube-system_metrics-server-79467ff588-gnd4r,pod_cpu_usage_kube-system_storage-provisioner,pod_cpu_usage_ml-scenarios_stress-test-1742647808-5ba4b,pod_cpu_usage_ml-scenarios_stress-test-1742647815-5a406,pod_cpu_usage_ml-scenarios_stress-test-1742647816-f5fd3,pod_cpu_usage_monitoring_alertmanager-prometheus-kube-prometheus-alertmanager-0,pod_cpu_usage_monitoring_ml-predictor-547cb544b7-5j269,pod_cpu_usage_monitoring_prometheus-grafana-894dc54f-lbz6t,pod_cpu_usage_monitoring_prometheus-kube-prometheus-operator-74c7bdffd-8cltl,pod_cpu_usage_monitoring_prometheus-kube-state-metrics-5454b84d8c-x8nxn,pod_cpu_usage_monitoring_prometheus-prometheus-kube-prometheus-prometheus-0,pod_cpu_usage_monitoring_prometheus-prometheus-node-exporter-q999l,pod_cpu_usage_monitoring_thanos-query-8485c5c7fb-kjrq7,pod_cpu_usage_monitoring_thanos-query-frontend-5b76db67c4-lt92s,pod_memory_usage_kube-system_coredns-787d4945fb-9f95l,pod_memory_usage_kube-system_coredns-787d4945fb-vpn8b,pod_memory_usage_kube-system_etcd-minikube,pod_memory_usage_kube-system_kube-apiserver-minikube,pod_memory_usage_kube-system_kube-controller-manager-minikube,pod_memory_usage_kube-system_kube-proxy-wx9p5,pod_memory_usage_kube-system_kube-scheduler-minikube,pod_memory_usage_kube-system_metrics-server-79467ff588-gnd4r,pod_memory_usage_kube-system_storage-provisioner,pod_memory_usage_ml-scenarios_stress-test-1742647808-5ba4b,pod_memory_usage_ml-scenarios_stress-test-1742647815-5a406,pod_memory_usage_ml-scenarios_stress-test-1742647816-f5fd3,pod_memory_usage_monitoring_alertmanager-prometheus-kube-prometheus-alertmanager-0,pod_memory_usage_monitoring_ml-predictor-547cb544b7-5j269,pod_memory_usage_monitoring_prometheus-grafana-894dc54f-lbz6t,pod_memory_usage_monitoring_prometheus-kube-prometheus-operator-74c7bdffd-8cltl,pod_memory_usage_monitoring_prometheus-kube-state-metrics-5454b84d8c-x8nxn,pod_memory_usage_monitoring_prometheus-prometheus-kube-prometheus-prometheus-0,pod_memory_usage_monitoring_prometheus-prometheus-node-exporter-q999l,pod_memory_usage_monitoring_thanos-query-8485c5c7fb-kjrq7,pod_memory_usage_monitoring_thanos-query-frontend-5b76db67c4-lt92s,pod_restarts_kube-system_coredns-787d4945fb-9f95l,pod_restarts_kube-system_coredns-787d4945fb-vpn8b,pod_restarts_kube-system_etcd-minikube,pod_restarts_kube-system_kube-apiserver-minikube,pod_restarts_kube-system_kube-controller-manager-minikube,pod_restarts_kube-system_kube-proxy-wx9p5,pod_restarts_kube-system_kube-scheduler-minikube,pod_restarts_kube-system_metrics-server-79467ff588-gnd4r,pod_restarts_kube-system_storage-provisioner,pod_restarts_ml-scenarios_stress-test-1742647808-5ba4b,pod_restarts_ml-scenarios_stress-test-1742647815-5a406,pod_restarts_ml-scenarios_stress-test-1742647816-f5fd3,pod_restarts_monitoring_alertmanager-prometheus-kube-prometheus-alertmanager-0,pod_restarts_monitoring_ml-predictor-547cb544b7-5j269,pod_restarts_monitoring_prometheus-grafana-894dc54f-lbz6t,pod_restarts_monitoring_prometheus-kube-prometheus-operator-74c7bdffd-8cltl,pod_restarts_monitoring_prometheus-kube-state-metrics-5454b84d8c-x8nxn,pod_restarts_monitoring_prometheus-prometheus-kube-prometheus-prometheus-0,pod_restarts_monitoring_prometheus-prometheus-node-exporter-q999l,pod_restarts_monitoring_thanos-query-8485c5c7fb-kjrq7,pod_restarts_monitoring_thanos-query-frontend-5b76db67c4-lt92s,event_normal_count,event_warning_count,event_error_count,event_reason_killing,event_reason_created,event_reason_started,event_reason_backoff,event_reason_failed,event_reason_unhealthy,cluster_issue_type,pod_cpu_usage_ml-scenarios_unstable-pod-1742656508-9aba2,pod_memory_usage_ml-scenarios_unstable-pod-1742656508-9aba2,pod_restarts_ml-scenarios_unstable-pod-1742656508-9aba2
2025-03-22 20:03:53,0.8707210083566996,3194372096.0,3997196288.0,326491627520.0,8652811853824.0,56045.621755184766,97552.23979011078,0.0082905443845707,0.0111345805261744,0.0532637349238088,0.2052782114747043,0.0475804125886669,0.006181141062782,0.0103977905991085,0.0106531694929661,0.0097130347030285,0.0,0.0,0.0,0.0197376710405566,0.0,0.0484352610872415,0.0093570710216851,0.0078548589099614,0.0659293744510236,0.0028070996116907,0.0029875956165282,0.0026296537965703,36442112.0,29483008.0,74760192.0,521412608.0,73203712.0,32907264.0,39116800.0,37773312.0,21979136.0,5505024.0,5328896.0,5439488.0,47509504.0,44761088.0,190963712.0,41951232.0,34271232.0,306094080.0,17031168.0,17952768.0,12722176.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,4.0,20.0,9.0,16.0,14.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,resource,,,
2025-03-22 20:41:54,0.9722678392717062,3301072896.0,3997196288.0,326351876096.0,8652811853824.0,63125.20624273079,103671.33699386004,0.0087749599068275,0.011979495913153,0.0519488479274487,0.2325880464476127,0.0515679532770643,0.0053769006167484,0.0124188374018379,0.0138060055561105,0.0101148576638919,0.0,0.0,0.0,0.0116402787612537,0.0317902083528658,0.0383239189767457,0.0076449570928711,0.0096666664229575,0.0745405420169978,0.0028137765664985,0.0034180356696948,0.0028826296856919,35622912.0,28151808.0,68407296.0,527749120.0,76120064.0,33460224.0,39530496.0,35008512.0,25034752.0,4833280.0,4706304.0,4825088.0,55304192.0,36368384.0,185040896.0,39227392.0,34484224.0,322285568.0,20119552.0,16773120.0,11874304.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,29.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network,,,
2025-03-22 20:45:27,0.9744741773654731,3239354368.0,3997196288.0,326360707072.0,8652811853824.0,61403.28782217669,101450.83204326856,0.0090498197220699,0.0119902973500771,0.0507099292708482,0.2175488887584145,0.0451539880316306,0.0037317122199297,0.0169921046075509,0.0125932658799517,0.0116305367131205,0.0,0.0,0.0,0.0212839273183322,0.0,0.0493405124608726,0.0061422927928913,0.0086844718471792,0.0734341142244133,0.0051472345835725,0.0026159912946547,0.0025813508138506,33583104.0,28897280.0,72450048.0,516558848.0,86798336.0,32931840.0,41332736.0,36564992.0,25853952.0,4833280.0,4706304.0,4825088.0,58699776.0,3416064.0,178073600.0,43761664.0,34824192.0,326914048.0,20922368.0,17149952.0,11964416.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,29.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,41,133,0,1,1,1,1,0,1,pod-failure,0.0055587106946374,1228800.0,0.0
2025-03-22 20:05:08,1.038536878497233,3205292032.0,3997196288.0,326494093312.0,8652811853824.0,60793.11986389567,101521.34434238353,0.0110131129749814,0.0108718900194996,0.0554335695189923,0.267586476339858,0.0399916234152527,0.007623531353367,0.011643477482097,0.0111799393501503,0.0096648067906987,0.0,0.0,0.0,0.0219394441459935,0.0505064015522316,0.0540530132210699,0.0081487328289655,0.0079973816380761,0.0795526220408396,0.0090741818155663,0.0055790278412492,0.0025918937515738,34193408.0,30138368.0,73043968.0,492228608.0,73555968.0,33202176.0,37629952.0,36634624.0,21041152.0,5406720.0,5230592.0,5337088.0,48111616.0,43286528.0,187744256.0,40837120.0,32243712.0,320606208.0,17289216.0,17678336.0,12525568.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,4.0,21.0,9.0,16.0,14.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,resource,,,
2025-03-22 20:37:54,1.0732082448120377,3266654208.0,3997196288.0,326342975488.0,8652811853824.0,62446.46193163501,102202.51212757942,0.010641309279389,0.0163020196498801,0.0606586470016414,0.2037990224067237,0.0401558462581067,0.0066211992130498,0.0157459225976391,0.012461228373044,0.0066778754476373,0.0,0.0,0.0,0.0092699076060116,0.0311562328098972,0.0553658327203099,0.0103553624531857,0.0117444283478964,0.0832125967508131,0.0043625609098729,0.0030683094640378,0.0035787417799678,34676736.0,29327360.0,68362240.0,532529152.0,75735040.0,32108544.0,43655168.0,35491840.0,26607616.0,4833280.0,4698112.0,4825088.0,58662912.0,3411968.0,197787648.0,41881600.0,36012032.0,341438464.0,21159936.0,17317888.0,12042240.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,23,113,0,1,1,1,1,0,1,network,,,
2025-03-22 20:04:38,0.9245802861312942,3261177856.0,3997196288.0,326495629312.0,8652811853824.0,56919.55776870665,96519.668599705,0.0103881082858786,0.009742537389427,0.0525430077271364,0.2085131801119501,0.0379155557525406,0.0062698594386361,0.0112516272342184,0.0103645997201009,0.0096141258225201,0.0,0.0,0.0,0.0187679777729738,0.0405665615819128,0.0430589199220431,0.007298760729633,0.0076742727214629,0.0721761117435973,0.0075132795669021,0.0055059104915524,0.0023773403714727,34185216.0,30130176.0,73039872.0,516882432.0,74305536.0,33181696.0,37638144.0,35893248.0,20930560.0,5402624.0,5226496.0,5337088.0,47648768.0,105840640.0,186593280.0,40173568.0,31764480.0,302989312.0,16842752.0,17678336.0,12521472.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,4.0,21.0,9.0,16.0,14.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,resource,,,
2025-03-22 20:04:08,0.7926032027289142,3194372096.0,3997196288.0,326491627520.0,8652811853824.0,56479.320425105085,95912.66455649267,0.0083198416288799,0.0094890436738996,0.0489083753394986,0.2039038720544607,0.0395847529043739,0.0063671807158326,0.0102275789502594,0.0106476243947916,0.0096021283181884,0.0,0.0,0.0,0.0195804634146341,0.0130731645489623,0.0486803860816521,0.0076718776238825,0.0074583809050009,0.0664576943650345,0.005604045957023,0.0031209700741744,0.0024825469104027,36429824.0,29667328.0,74895360.0,521482240.0,73719808.0,33611776.0,38748160.0,37699584.0,21872640.0,5505024.0,5324800.0,5439488.0,48001024.0,83394560.0,191074304.0,41365504.0,33841152.0,306835456.0,17113088.0,17952768.0,12713984.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,4.0,20.0,9.0,16.0,14.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,resource,,,
2025-03-22 20:48:42,0.9413732353374888,3274764288.0,3997196288.0,326372896768.0,8652811853824.0,67531.01349047058,108241.40238712312,0.0062885434209657,0.0081310396314151,0.0450503028020055,0.1713590066595687,0.0393049105689919,0.0069840930922911,0.0127865106278843,0.0109949224785921,0.0049138014604496,0.0,0.0,0.0,0.0094141323395974,0.0258833232349361,0.0474349297117832,0.0071359570031839,0.0071452946923775,0.0681822540906822,0.0043527736603826,0.0026681122228109,0.0051069374204734,34668544.0,30818304.0,67284992.0,483725312.0,84676608.0,38948864.0,43814912.0,39837696.0,27811840.0,4833280.0,4710400.0,4825088.0,60952576.0,3407872.0,197087232.0,47943680.0,38498304.0,333795328.0,21721088.0,17637376.0,11972608.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,30.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure,0.0031585570414584,14266368.0,0.0
2025-03-22 20:40:24,0.9461907078317948,3361468416.0,3997196288.0,326351089664.0,8652811853824.0,61904.3390361454,103667.98800787971,0.007756367998154,0.0130270591118346,0.0552710504082372,0.2325177589169492,0.0488001665935993,0.0066023265027083,0.0119837304711206,0.0149702424674817,0.0088979978913769,0.0,0.0,0.0,0.0117862938042082,0.0130775690884389,0.0413138949711438,0.0089349747423137,0.0095026438940366,0.0873475672773634,0.0035349178295671,0.0030731472569778,0.0021461596493875,34562048.0,28205056.0,69971968.0,519737344.0,70938624.0,31174656.0,40493056.0,32845824.0,26099712.0,4833280.0,4706304.0,4825088.0,59363328.0,51650560.0,185663488.0,42037248.0,34693120.0,325472256.0,20279296.0,16822272.0,11939840.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network,,,
2025-03-22 20:48:27,0.9264860577005976,3274764288.0,3997196288.0,326372896768.0,8652811853824.0,67252.61690063303,106469.99689796174,0.0062832932070447,0.0080374878330432,0.0473935460820794,0.1747298394655003,0.0392001176815695,0.0068181745539992,0.0127129592822444,0.0117893348533284,0.0049709519263839,0.0,0.0,0.0,0.013261314716645,0.0257966921895551,0.0461640674259264,0.007353260837511,0.0076430761826182,0.0710981227889791,0.0040923152509645,0.0024932855188196,0.0049725480091706,34033664.0,30756864.0,67080192.0,482938880.0,80674816.0,38948864.0,42573824.0,39841792.0,27648000.0,4833280.0,4710400.0,4825088.0,60751872.0,3407872.0,196853760.0,47751168.0,38481920.0,333123584.0,21721088.0,17551360.0,11976704.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,30.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure,0.0031518292666666,14266368.0,0.0
2025-03-22 20:48:12,0.966039610107406,3270746112.0,3997196288.0,326371606528.0,8652811853824.0,68402.26566762888,109530.85268227175,0.0061925386918921,0.0079672037660088,0.0485488717986194,0.1756858732812079,0.03844051637113,0.0045062838175947,0.0127242711849131,0.0117477245368879,0.0051426327783511,0.0,0.0,0.0,0.0131271440480329,0.0251490559955297,0.0484101830358711,0.0076168728559216,0.0074563905871101,0.0711423529738247,0.0045008234888244,0.0023657709626384,0.0056610297389044,33812480.0,30748672.0,66793472.0,482197504.0,80420864.0,38928384.0,42565632.0,39837696.0,27488256.0,4833280.0,4710400.0,4825088.0,60743680.0,3407872.0,196853760.0,47616000.0,37625856.0,332898304.0,21250048.0,17551360.0,11980800.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,30.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure,0.0031084537415379,14266368.0,0.0
2025-03-22 20:50:12,0.7453628249903004,3263152128.0,3997196288.0,326376624128.0,8652811853824.0,65533.89212262321,105165.56906133748,0.0055397892981835,0.0075547310542848,0.0425903339842924,0.164070487910421,0.0341507714636516,0.0071826105063822,0.0072181652451618,0.0097068186236357,0.0058209227745864,0.0,0.0,0.0,0.0093449621096759,0.0252449964404109,0.0502675422571491,0.0092001343115008,0.0068907956537497,0.0616469399911558,0.0052520080604606,0.0018212197726142,0.0050387499866497,35618816.0,30998528.0,67080192.0,527560704.0,81334272.0,37122048.0,43024384.0,37351424.0,27684864.0,4833280.0,4710400.0,4825088.0,61280256.0,3407872.0,183230464.0,43646976.0,37523456.0,332193792.0,20754432.0,17604608.0,11972608.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,30.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure,0.0031281689179234,14245888.0,0.0
2025-03-22 20:06:53,0.9375389942600424,3159875584.0,3997196288.0,326497705984.0,8652811853824.0,59977.26634639381,101121.6971861742,0.0126072785120811,0.0101506291758313,0.0513428972064946,0.1987808556238754,0.0372642081472705,0.006266483134885,0.0115949602053536,0.0122355020367326,0.0092908778710095,0.0,0.0,0.0,0.0237867040503529,0.0528419416178435,0.0511845835755382,0.0071334354507057,0.0071304901712043,0.0695391757911655,0.008983768877216,0.0054243046508769,0.0018628263656986,35033088.0,30154752.0,73261056.0,494194688.0,74514432.0,33964032.0,38129664.0,37527552.0,21356544.0,5386240.0,5238784.0,5337088.0,49111040.0,42614784.0,190230528.0,40947712.0,32522240.0,314404864.0,18747392.0,18018304.0,12636160.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,4.0,21.0,9.0,16.0,14.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,resource,,,
2025-03-22 20:05:23,1.038536878497233,3205292032.0,3997196288.0,326494093312.0,8652811853824.0,60793.11986389567,101521.34434238353,0.0106148056715828,0.0105779762152705,0.0560218043930189,0.2629283019700251,0.0394280148450165,0.0062136074700493,0.0115832766471977,0.0117011696702728,0.009544506520266,0.0,0.0,0.0,0.0226644456200426,0.0514099249999999,0.0528666354251183,0.0081487328289655,0.0078778936274457,0.0758344345226689,0.0088564812842813,0.0053500384520264,0.0034886771292491,34193408.0,30273536.0,73244672.0,492363776.0,73900032.0,33210368.0,37634048.0,36896768.0,20852736.0,5406720.0,5230592.0,5337088.0,48771072.0,43286528.0,187830272.0,40837120.0,32526336.0,323379200.0,17092608.0,17678336.0,12525568.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,4.0,21.0,9.0,16.0,14.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,resource,,,
2025-03-22 20:07:08,0.9639038452210192,3244199936.0,3997196288.0,326498938880.0,8652811853824.0,59650.00450422358,102163.99878039486,0.0114104041475197,0.0097635524964477,0.0476469401252546,0.2156390397477221,0.0362209372372962,0.0052430318409515,0.0110725277773924,0.0113581550952193,0.0059376508119059,0.0,0.0,0.0,0.0222961944856144,0.0512855575230067,0.0517319518344176,0.0061883990842783,0.0064407920698226,0.0671556365044814,0.0085463019464978,0.0057682611237904,0.0018575490672522,35143680.0,30093312.0,73261056.0,555212800.0,74506240.0,33964032.0,38002688.0,37527552.0,21356544.0,5386240.0,5238784.0,5337088.0,49111040.0,41213952.0,190050304.0,40833024.0,32514048.0,314404864.0,18747392.0,18018304.0,12615680.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,4.0,21.0,9.0,16.0,14.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,resource,,,
2025-03-22 20:39:39,0.8777138687717831,3262988288.0,3997196288.0,326346801152.0,8652811853824.0,60029.82247785825,100008.5889046721,0.0077822512512988,0.0116720680651902,0.0495000043733029,0.2337044036438578,0.0445686488942536,0.0060045704276956,0.0116963506301967,0.0131804080762009,0.0085782410252515,0.0,0.0,0.0,0.0110041472408018,0.0098004390705927,0.0418589925682445,0.0100007295606133,0.0088288815354535,0.0811613150324942,0.0034375509806377,0.0028119849296358,0.0021523340898902,34250752.0,29175808.0,71905280.0,536383488.0,76308480.0,34320384.0,42156032.0,36741120.0,25956352.0,4833280.0,4706304.0,4825088.0,58195968.0,3411968.0,188952576.0,41775104.0,35467264.0,334188544.0,20357120.0,17072128.0,11952128.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network,,,
2025-03-22 20:41:09,0.9928260759916044,3314188288.0,3997196288.0,326350557184.0,8652811853824.0,63889.97008601726,104540.83394441663,0.0094899114034593,0.0127015832942349,0.0561147703209979,0.2436984146596036,0.0502830445652389,0.0064031978649943,0.0149752875306272,0.0156651107714471,0.0101429344265167,0.0,0.0,0.0,0.013122288440719,0.0314081930401593,0.0380519494149501,0.0093653735179388,0.011586843956054,0.0869180165213781,0.0035248391197834,0.0030234326314877,0.0023662542727589,35532800.0,28127232.0,69246976.0,527900672.0,76083200.0,30154752.0,41197568.0,35680256.0,25374720.0,4833280.0,4706304.0,4825088.0,54300672.0,47644672.0,184274944.0,38719488.0,34713600.0,323624960.0,21573632.0,16760832.0,11915264.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,29.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network,,,
2025-03-22 20:46:12,1.1264718814808663,3325353984.0,3997196288.0,326367735808.0,8652811853824.0,66470.65273918197,106228.23123569984,0.0089136403478017,0.012204656428199,0.053546321983229,0.2205644419364432,0.0403784175903396,0.0051620692829525,0.0173036686670824,0.0137067539519476,0.0111521087184391,0.0,0.0,0.0,0.0196755392912171,0.0244143084653231,0.0530932284974134,0.0072002468301989,0.0088024021121529,0.077537072386545,0.005952798099058,0.0028906285286811,0.0048698262111529,33980416.0,29245440.0,66301952.0,522608640.0,75358208.0,33902592.0,37150720.0,33927168.0,24645632.0,4833280.0,4706304.0,4825088.0,56328192.0,20328448.0,183963648.0,41082880.0,36139008.0,340963328.0,21008384.0,17141760.0,11964416.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,30.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure,0.0034597815350919,14315520.0,0.0
2025-03-22 20:39:54,0.8784455271984436,3313803264.0,3997196288.0,326348034048.0,8652811853824.0,60337.37180637414,98800.33885905948,0.0080159086184282,0.0115847551158751,0.0531045951153505,0.2326905238609066,0.0462770338679173,0.0045199913562757,0.0116731590451788,0.0136336798351569,0.0087324229250672,0.0,0.0,0.0,0.0111587667397727,0.0,0.0392744028038242,0.0075548988576128,0.0088586105264666,0.0824390604078198,0.0032445109683506,0.0036561476375224,0.0021537227633917,34250752.0,28893184.0,71974912.0,535838720.0,76390400.0,33931264.0,41922560.0,36270080.0,25976832.0,4833280.0,4706304.0,4825088.0,59056128.0,3411968.0,187973632.0,41742336.0,35291136.0,334102528.0,20254720.0,16990208.0,11952128.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network,,,
